attraction,url,summary,image
Glacier Bay National Park,https://en.wikipedia.org/wiki/Glacier_Bay_National_Park_and_Preserve,"Glacier Bay National Park and Preserve is in the Alaska panhandle west of Juneau. President Calvin Coolidge proclaimed the area around Glacier Bay a national monument under the Antiquities Act on February 25, 1925. Subsequent to an expansion of the monument by President Jimmy Carter in 1978, the Alaska National Interest Lands Conservation Act (ANILCA) enlarged the national monument by 523,000 acres (2116.5 km2) on December 2, 1980 and in the process created Glacier Bay National Park and Preserve, with 57,000 additional acres (230.7 km2) of public land designated as national preserve to the immediate northwest of the park in order to protect a portion of the Alsek River and related fish and wildlife habitats while allowing sport hunting.
Glacier Bay became part of a binational UNESCO World Heritage Site in 1979, was inscribed as a Biosphere Reserve in 1986 and in 1994 undertook an obligation to work with Hoonah and Yakutat Tlingit Native American organizations in the management of the protected area. In total the park and preserve cover 5,130 square miles (13,287 km2). Most of Glacier Bay is designated wilderness area which covers 4,164 square miles (10,784 km2).",https://upload.wikimedia.org/wikipedia/commons/2/21/A042%2C_Glacier_Bay_National_Park%2C_Alaska%2C_USA%2C_Margerie_Glacier%2C_2002.jpg
Hawaii Volcanoes National Park,https://en.wikipedia.org/wiki/Hawai%CA%BBi_Volcanoes_National_Park,"Hawaiʻi Volcanoes National Park, established on August 1, 1916, is an American National Park located in the U.S. state of Hawaii on the island of Hawaii. It encompasses two active volcanoes: Kīlauea, one of the world's most active volcanoes, and Mauna Loa, the world's most massive shield volcano. The park delivers scientists insight into the birth of the Hawaiian Islands and ongoing studies into the processes of volcanism. For visitors, the park offers dramatic volcanic landscapes as well as glimpses of rare flora and fauna.
In recognition of its outstanding natural values, Hawaiʻi Volcanoes National Park was designated as an International Biosphere Reserve in 1980 and a World Heritage Site in 1987. In 2012 the Hawai'i Volcanoes National Park was honored on the 14th quarter of the America the Beautiful Quarters series.
As of May 10, 2018, the park is closed to the public in the Kīlauea volcano summit area, including the visitor center and park headquarters, due to explosions and toxic ash clouds from Halemaʻumaʻu crater, as well as earthquakes and road damage.",https://upload.wikimedia.org/wikipedia/commons/a/ab/Green_pog.svg
Isle Royale National Park,https://en.wikipedia.org/wiki/Isle_Royale_National_Park,"Isle Royale National Park is a U.S. National Park on Isle Royale and adjacent islands in Lake Superior, in the state of Michigan. Isle Royale National Park was established on April 3, 1940; designated as a National Wilderness Area in 1976; and made an International Biosphere Reserve in 1980. The park covers 894 square miles (2,320 km2), with 209 square miles (540 km2) above water. At the Canada–U.S. border, it meets the borders of the Canadian Lake Superior National Marine Conservation Area.",https://upload.wikimedia.org/wikipedia/commons/a/ab/Green_pog.svg
Olympic National Park,https://en.wikipedia.org/wiki/Olympic_National_Park,"Olympic National Park is located in the state of Washington, on the Olympic Peninsula. The park has four basic regions: the Pacific coastline, alpine areas, the west side temperate rainforest and the forests of the drier east side. Within the park there are three distinct ecosystems which are sub-alpine forest and wildflower meadow, temperate forest, and the rugged Pacific Shore. These three different ecosystems are in pristine condition and have outstanding scenery.
U.S. President Theodore Roosevelt originally created Mount Olympus National Monument on 2 March 1909. It was designated a national park by President Franklin Roosevelt on June 29, 1938. In 1976, Olympic National Park was designated by UNESCO as an International Biosphere Reserve, and in 1981 as a World Heritage Site. In 1988, Congress designated 95 percent of the park as the Olympic Wilderness.",https://upload.wikimedia.org/wikipedia/commons/c/c2/2000-09-23_GracieByDownedCyprus.jpg
Michigan Stadium,https://en.wikipedia.org/wiki/Michigan_Stadium,"Michigan Stadium, nicknamed ""The Big House"", is the football stadium for the University of Michigan in Ann Arbor, Michigan. It is the largest stadium in the United States, the second largest stadium in the world and the 34th largest sports venue. Its official capacity is 107,601, but it has hosted crowds in excess of 115,000.
Michigan Stadium was built in 1927 at a cost of $950,000 (equivalent to $10.8 million in 2016) and had an original capacity of 72,000. Prior to the stadium's construction, the Wolverines played football at Ferry Field. Every home game since November 8, 1975 has drawn a crowd in excess of 100,000, an active streak of more than 200 contests. On September 7, 2013, the game between Michigan and the Notre Dame Fighting Irish attracted a crowd of 115,109, a record attendance for a college football game since 1927, and an NCAA single-game attendance record at the time, overtaking the previous record of 114,804 set two years previously for the same matchup.
Michigan Stadium was designed with footings to allow the stadium's capacity to be expanded beyond 100,000. Fielding Yost envisioned a day where 150,000 seats would be needed. To keep construction costs low at the time, the decision was made to build a smaller stadium than Yost envisioned but to include the footings for future expansion.
Michigan Stadium is used for the University of Michigan's main graduation ceremonies; Lyndon Johnson outlined his Great Society program at the 1964 commencement ceremonies in the stadium. It has also hosted hockey games including the 2014 NHL Winter Classic, a regular season NHL game between the Toronto Maple Leafs and the Detroit Red Wings with an official attendance of 105,491, a record for a hockey game. Additionally, a 2014 International Champions Cup soccer match between Real Madrid and Manchester United had an attendance of 109,318, a record crowd for a soccer match in the United States.",https://upload.wikimedia.org/wikipedia/commons/6/6d/20090926_Michigan_Wolverines_football_team_enters_the_field_with_marching_band_salute.jpg
Beaver Stadium,https://en.wikipedia.org/wiki/Beaver_Stadium,"Beaver Stadium is an outdoor college football stadium in University Park, Pennsylvania, United States, on the campus of Pennsylvania State University. It is home to the Penn State Nittany Lions of the Big Ten Conference since 1960, though some parts of the stadium date back to 1909. The stadium, as well as its predecessors, is named after James A. Beaver, a former governor of Pennsylvania (1887–91) and president of the university's board of trustees.
Beaver Stadium has an official seating capacity of 106,572, making it currently the second largest stadium in the Western Hemisphere and the third largest in the world.
Beaver Stadium is widely known as one of the toughest venues for opposing teams in collegiate athletics. In 2008, Beaver Stadium was recognized as having the best student section in the country for the second consecutive year. In 2016, it was voted the number-one football stadium in college football in a USA Today poll, garnering over 41 percent of the vote
The stadium is the first to have its interior included in Google Street View.",https://upload.wikimedia.org/wikipedia/commons/a/ad/Beaver_Stadium_10-08-2005.jpg
Ohio Stadium,https://en.wikipedia.org/wiki/Ohio_Stadium,"Ohio Stadium, also known as the Horseshoe, the Shoe, and the House That Harley Built, is an American football stadium in Columbus, Ohio, on the campus of The Ohio State University. Its primary purpose is the home venue of the Ohio State Buckeyes football team; it also serves as the site for the university's Spring Commencement ceremonies each May.
From 1996 to 1998, Ohio Stadium was the home venue for the Columbus Crew of Major League Soccer prior to the opening of Columbus Crew Stadium in 1999. The stadium also was the home venue for the OSU track and field teams from 1923–2001. In addition to athletics, Ohio Stadium is also a concert venue, with U2, The Rolling Stones, Pink Floyd, and Metallica among the many acts to have played at the venue.
The stadium opened in 1922 as a replacement for Ohio Field and had a seating capacity of 66,210. In 1923, a cinder running track was added that was later upgraded to an all-weather track. Seating capacity gradually increased over the years and reached a total of 91,470 possible spectators in 1991. Beginning in 2000, the stadium was renovated and expanded in several phases, removing the track and adding additional seating, which raised the capacity to 101,568 by 2001 and to 102,329 in 2007. In 2014, additional seating was added in the end zone, raising the official capacity to 104,944. It is the largest stadium by capacity in the state of Ohio, the third largest football stadium in the United States, and the fourth largest non-racing stadium in the world. Ohio Stadium was added to the National Register of Historic Places by the National Park Service on March 22, 1974.",https://upload.wikimedia.org/wikipedia/commons/c/c5/Flag_of_Columbus%2C_Ohio.svg
Kyle Field,https://en.wikipedia.org/wiki/Kyle_Field,"Kyle Field is the football stadium located on the campus of Texas A&M University in College Station, Texas. It has been the home to the Texas A&M Aggie football team in rudimentary form since 1904, and as a complete stadium since 1927. It is known as the ""Home of the 12th Man"".
The seating capacity of 102,733 in 2015 makes the stadium the largest in the Southeastern Conference and the fourth largest stadium in the NCAA, fourth largest stadium in the United States, and the fifth largest non-racing stadium in the world. Within the state of Texas, Kyle Field has the largest regular seating capacity, while AT&T Stadium has a larger overall capacity.
Kyle Field's largest game attendance was 110,631 people when Texas A&M lost to the Ole Miss Rebels with the score of 20–35 on October 11, 2014. This was the largest football game attendance in the state of Texas and SEC history.",https://upload.wikimedia.org/wikipedia/commons/3/30/Aggie_War_Hymn.jpg
Neyland Stadium,https://en.wikipedia.org/wiki/Neyland_Stadium,"Neyland Stadium (pronounced NEE-land) is a sports stadium in Knoxville, Tennessee, United States. It serves primarily as the home of the Tennessee Volunteers football team, but is also used to host large conventions and has been a site for several National Football League (NFL) exhibition games. The stadium's official capacity is 102,455. Constructed in 1921, and originally called Shields–Watkins Field (the playing surface is still called that today), the stadium has undergone 16 expansion projects, at one point reaching a capacity of 104,079 before being slightly reduced by alterations in the following decade. Neyland Stadium is the fifth largest stadium in the United States, the sixth largest stadium in the world, and the second largest stadium in the Southeastern Conference. The stadium is named for Robert Neyland, who served three stints as head football coach at the University of Tennessee between 1926 and 1952.",https://upload.wikimedia.org/wikipedia/commons/6/60/IPhone_Pics_001.jpg
Tiger Stadium,https://en.wikipedia.org/wiki/Tiger_Stadium_(Detroit),"Tiger Stadium, previously known as Navin Field and Briggs Stadium, was a baseball park located in the Corktown neighborhood of Detroit, Michigan. It hosted the Detroit Tigers of Major League Baseball from 1912 to 1999, as well as the Detroit Lions of the National Football League from 1938 to 1974. It was declared a State of Michigan Historic Site in 1975 and has been listed on the National Register of Historic Places since 1989. The stadium was nicknamed ""The Corner"" for its location on Michigan Avenue and Trumbull Avenue.
The last Detroit Tigers game at the stadium was held in September 1999. In the decade after the Tigers vacated the stadium, several rejected redevelopment and preservation efforts finally gave way to demolition. The stadium's demolition was completed on September 21, 2009, though the stadium's actual playing field remains at the corner where the stadium once stood. Since the spring of 2010, a volunteer group known as the Navin Field Grounds Crew (composed of Tiger Stadium fans, preservationists, and Corktown residents) has restored and maintained the field.
A plan to redevelop the old Tiger Stadium site would retain the historic playing field for youth sports and ring the 10-acre property with new development has received final approval, and funding.",https://upload.wikimedia.org/wikipedia/commons/3/39/1961_Roger_Maris_Tiger_Field_home_run.jpeg
Aloha State Park,https://en.wikipedia.org/wiki/Aloha_State_Park,"Aloha State Park is a public recreation area covering 107 acres (43 ha) on the northeast side of Mullett Lake in Cheboygan County, Michigan. The state park is 6 miles (9.7 km) south of Cheboygan and at the center of the Inland Lakes Waterways. The park was created in 1923, when Cheboygan County purchased an initial eight acres of abandoned railroad land and thereafter purchased another twenty acres of vacant land in order to reach the 28-acre minimum required for the establishment of a state park.

",https://upload.wikimedia.org/wikipedia/commons/9/94/M-212_terminus.jpg
Baraga State Park,https://en.wikipedia.org/wiki/Baraga_State_Park,"Baraga State Park is a public recreation area covering 56 acres (23 ha) on the shore of Lake Superior's Keweenaw Bay in Baraga County, Michigan. The state park sits along Route 41 on the south side of the village of Baraga. The park, village, and county bear the name of Bishop Frederic Baraga.",https://upload.wikimedia.org/wikipedia/commons/d/dd/BaragaStateParkEntranceSign.jpg
Brimley State Park,https://en.wikipedia.org/wiki/Brimley_State_Park,"Brimley State Park is a state park in Michigan, USA. Established in 1923, it is one of the oldest state parks in the region.
The initial 38 acres (0.15 km2) were a gift from the Village of Brimley, with the remaining area acquired through purchase or exchange. Today, the park consists of 151 acres (0.61 km2) with 237 campsites, hiking trails, a large picnic area, playground, beautiful swimming beach and a picnic shelter that can be rented. Electric and water systems were added in 1947. Brimley State Park is located west of Sault Ste. Marie on the shores of Whitefish Bay, one mile (1.6 km) east of Brimley on 6 Mile Road.
The Straits normally experiences mild summers with average temperatures around 70 °F (21 °C). Winter temperatures average 14 - 18 °F (-10 to -8 °C). Yearly rain and snowmelt in the region averages 28 – 36 inches but can be dramatically altered by the ""lake effect,"" thus depositing significant amounts of snow within a short period of time causing hazardous road conditions.",https://upload.wikimedia.org/wikipedia/commons/b/b5/Flag_of_Michigan.svg
Grand Haven State Park,https://en.wikipedia.org/wiki/Grand_Haven_State_Park,"Grand Haven State Park is a public recreation area on the shores Lake Michigan encompassing 48 acres (19 ha) on the south side of the mouth of the Grand River and harbor in Grand Haven, Michigan. The park features camping, beach activities, and views of the Grand Haven South Pierhead Entrance Light and Grand Haven South Pierhead Inner Light.
The state park has 174 campsites, and a very popular beach area. The park is quite sandy throughout and is not wooded. Many campsites have direct views of the lake and lighthouses.
A large pier is next to the state park. The pier is maintained by the United States Army Corps of Engineers while pierhead fog signal and inner lighthouse are maintained by the Coast Guard. The pier connects to a boardwalk on the south side river revetment. The boardwalk extends approximately a mile upstream toward the center of town and features many restaurants and shops. The lighthouse was originally built in 1839 and rebuilt in 1905 at its present location.
The beach and state park were created by the interruption of the littoral drift of sand along the coast caused by the navigation structure which was installed to protect the entrance to the harbor. The harbor and channel are also maintained by the Corps of Engineers, which has a local administrative office located near the east end of the boardwalk.",https://upload.wikimedia.org/wikipedia/commons/e/e3/Grand_Haven_MI_South_Pierhead_Light_and_inner_lighthouse.jpg
Freedom 100,https://en.wikipedia.org/wiki/Freedom_100,"The Freedom 100 is an automobile race held annually at the Indianapolis Motor Speedway in Speedway, Indiana, as part of the Indy Lights Presented by Cooper Tires. The event is a support race for the IndyCar Series Indianapolis 500, and since 2005, it has been held on the Friday preceding the Indianapolis 500, the day known as ""Carb Day"".
The Freedom 100 is the second race annually at the Indianapolis Motor Speedway, the other being the Grand Prix on the combined road course.",https://upload.wikimedia.org/wikipedia/commons/9/9d/Flag_of_Angola.svg
Indianapolis 500,https://en.wikipedia.org/wiki/Indianapolis_500,"The Indianapolis 500 is an automobile race held annually at Indianapolis Motor Speedway in Speedway, Indiana, United States, an enclave suburb of Indianapolis, Indiana. The event is held over Memorial Day weekend in late May. It is contested as part of the Verizon IndyCar Series, the top level of American Championship Car racing, an open-wheel formula colloquially known as ""Indy Car Racing"". The name of the race is often shortened to Indy 500.
The event, billed as The Greatest Spectacle in Racing, is considered part of the Triple Crown of Motorsport, which comprises three of the most prestigious motorsports events in the world, also including the Monaco Grand Prix and the 24 Hours of Le Mans. The official attendance is not disclosed by Speedway management, but the permanent seating capacity is upwards of 250,000, and infield patrons raise the race-day attendance to approximately 300,000.
The inaugural race was held in 1911 and was won by Ray Harroun. The event celebrated its 100th anniversary in 2011, and the 100th running was held in 2016. Will Power is the current champion. The most successful drivers are A. J. Foyt, Al Unser Sr., and Rick Mears, each of whom have won the race four times. The active driver with the most victories is Hélio Castroneves, with three. Rick Mears holds the record for most career pole positions with six. The most successful car owner is Roger Penske, owner of Team Penske, which has 17 total wins and 17 poles.
The event is steeped in tradition, in pre-race ceremonies, post-race celebrations, and race procedure. The most noteworthy and most popular traditions are the 33-car field, the annual singing of ""Back Home Again in Indiana,"" and the victory lane bottle of milk.",https://upload.wikimedia.org/wikipedia/commons/9/9a/1912_Indianapolis_500%2C_Joe_Dawson_winning.jpg
NFL Scouting Combine,https://en.wikipedia.org/wiki/NFL_Scouting_Combine,"The NFL Scouting Combine is a week-long showcase occurring every February at Lucas Oil Stadium (and formerly at the RCA Dome until 2008) in Indianapolis, where college football players perform physical and mental tests in front of National Football League coaches, general managers, and scouts. With increasing interest in the NFL Draft, the scouting combine has grown in scope and significance, allowing personnel directors to evaluate upcoming prospects in a standardized setting. Its origins have evolved from the National, BLESTO, and Quadra Scouting organizations in 1977 to the media event it has become today.
Athletes attend by invitation only. Implications of an athlete's performance during the combine can affect their draft status and salary, and ultimately their career. The draft has popularized the term ""workout warrior"", whereby an athlete's ""draft stock"" is increased based on superior measurable qualities such as size, speed, and strength, despite having an average or sub-par college career. The 2018 NFL scouting combine is scheduled for February 27 to March 5.",https://upload.wikimedia.org/wikipedia/en/8/87/NFL_Scouting_Combine_logo.svg
Indy Jazz Fest,https://en.wikipedia.org/wiki/Indy_Jazz_Fest,"The Indy Jazz Fest is an annual jazz festival in Indianapolis, Indiana. It first took place on June 17, 1999. It was created by a consortium of Downtown Indianapolis hospitality, civic and business interests as a way to spotlight Indianapolis' rich jazz heritage through an annual event. The hope was to have a tourist weekend event that was arts-related, as opposed to the many sporting events held each year in Indianapolis, the Indianapolis 500, the Brickyard 400 as well the occasional NCAA championship or Super Bowl.
A planning committee was formed by these business interests, which brought on an event planning company and a full-time director of booking and operations to plan and manage the event. It was determined that the event would be a multi-day, multi-venue festival, culminating in a multi-stage outdoor event called the Bank One Jazz & Roots Fair at White River State Park in Downtown Indianapolis. A $2 million budget was used to stage the event, which included artists such as B.B. King, Isaac Hayes, Chaka Khan, Sonny Rollins, Los Lobos, Robert Cray, Branford Marsalis, George Benson, Chris Isaak and Freddie Hubbard. A spotlight on local jazz legends was called Indiana Avenue Revisited, including Slide Hampton, David Baker, Buddy Montgomery and Jimmy Coe.
According to the Indy Jazz Fest  website and numerous published reports, the inaugural event attracted over 55,000 people, including attendees from 35 states and seven countries.
The second festival saw names like Al Green, Ray Charles, Dave Brubeck, Booker T. & the M.G.'s, Jonny Lang, Shemekia Copeland, The Yellowjackets, Cassandra Wilson and Béla Fleck and the Flecktones. The festival did have to cancel the first night due to an unseasonable downpour, and heavy rains off and on throughout the weekend caused a $750,000 budget shortfall and the organization accumulated a large amount of debt as a result. Afterward the consortium continued to manage the festival for a few years until the American Pianists Association took over operations in the early 2000s. Again, after several years, the American Pianists Association stopped running the festival and the naming rights were bought by J. Allan Hall and Rob Dixon (who are also both involved in the Indianapolis record label Owl Studios) and David Allee, owner of the Jazz Kitchen. The new ownership decided to reinvent the Indy Jazz Fest as a non-profit organization and began formulating and implementing educational outreach initiatives throughout Indianapolis Public Schools. Children from all walks of life have been exposed to jazz and other musical genres because of Indy Jazz Fest's work in the community.
The Jazz Fest was traditionally held on Father's Day weekend, but starting in 2009, the Festival moved to the last week of September.
For 2012, the IJF schedule runs the September 10–16. The star-studded lineup is available at www.IndyJazzFest.net .",
Indiana Central Canal,https://en.wikipedia.org/wiki/Indiana_Central_Canal,"The Indiana Central Canal was a canal intended to connect the Wabash and Erie Canal to the Ohio River. It was funded by the Mammoth Internal Improvement Act, Indiana's attempt to take part in the canal-building craze, started by the Erie Canal. $3.5 million was allocated for the project, the largest piece of the entire $10 million Act. However, due to the Panic of 1837, Indiana suffered financial difficulties and had to turn over the canal to the state's creditors, and building of the canal was stopped in 1839. The canal was supposed to extend 296 miles (476 km), from Peru, Indiana, to Evansville, Indiana, where it would reach the Ohio River. It was originally divided into two sections, North and South. Later, a third section was designated, called the Indianapolis section. Only eight miles were completed, with eighty additional miles between Anderson, Indiana, and Martinsville, Indiana, having been partially built.",https://upload.wikimedia.org/wikipedia/commons/3/30/Bridge_over_canal.JPG
Pleasant Run Trail,https://en.wikipedia.org/wiki/Pleasant_Run_Trail,"The Pleasant Run Trail, also known as the Pleasant Run Greenway, is a pedestrian and bicycle trail in Indianapolis, Indiana. It runs for 6.9 miles (11.1 km) from Ellenberger Park, through Christian Park, to Garfield Park. It follows the general course of Pleasant Run Creek as it flows to the south and west. Most of the trail is located within the parkway on one side or the other of the creek; the parkway itself is part of the historic Indianapolis Park and Boulevard System. In several places the trail is routed on sidewalks of city streets due to existing structures and facilities that make the parkway itself discontinuous.",https://upload.wikimedia.org/wikipedia/commons/8/85/DepewFountain.jpg
Bankers Life Fieldhouse,https://en.wikipedia.org/wiki/Bankers_Life_Fieldhouse,"Bankers Life Fieldhouse is an indoor arena located in Downtown Indianapolis, Indiana, United States. It opened in November 1999 to replace Market Square Arena. The arena is the home of the Indiana Pacers of the National Basketball Association and the Indiana Fever of the Women's National Basketball Association. The Fieldhouse also hosts college basketball games (including the annual Big Ten Conference tournaments), indoor concerts, and ice hockey.
It was originally named Conseco Fieldhouse, as the naming rights to the venue were sold to Conseco, a financial services organization based in nearby Carmel, Indiana. In May 2010, the company renamed itself as CNO Financial Group, but the Conseco name was retained by the Fieldhouse. In December 2011, CNO Financial Group changed the name of the Fieldhouse to Bankers Life Fieldhouse, after one of its subsidiaries, Bankers Life and Casualty. The fieldhouse announced on March 13, 2018, that CNO had decided not to renew its naming sponsorship, which will expire on June 30, 2019.
Unlike most other North American sports arenas, the Fieldhouse was designed primarily for basketball. The arena can accommodate an NHL-sized rink, but the seating capacity is reduced to 12,300 for ice hockey, as the seating arrangement is asymmetrical.

",https://upload.wikimedia.org/wikipedia/commons/f/f9/Bankers_Life_Fieldhouse%2C_Indian%C3%A1polis%2C_Estados_Unidos%2C_2012-10-22%2C_DD_01.jpg
Lucas Oil Stadium,https://en.wikipedia.org/wiki/Lucas_Oil_Stadium,"Lucas Oil Stadium is a multi-purpose stadium in Downtown Indianapolis, Indiana, United States. It replaced the RCA Dome as the home field of the NFL's Indianapolis Colts and opened on August 16, 2008. The stadium was constructed to allow the removal of the RCA Dome and expansion of the Indiana Convention Center on its site. The stadium is on the south side of South Street, a block south of the former site of the RCA Dome. In 2006, prior to the stadium's construction, Lucas Oil Products secured the naming rights for the stadium at a cost of $122 million over 20 years.  The venue also serves as the current home for the United Soccer League's Indy Eleven.
The architectural firm HKS, Inc. was responsible for the stadium's design, with Walter P Moore working as the Structural Engineer of Record. The stadium features a retractable roof and window wall, thus allowing the Colts and the Eleven to play both indoors and outdoors. The field surface is FieldTurf. The exterior of the new stadium is faced with a reddish-brown brick trimmed with Indiana Limestone, similar to several other sports venues in the area such as Bankers Life Fieldhouse, Hinkle Fieldhouse, and the Fairgrounds Coliseum.",https://upload.wikimedia.org/wikipedia/commons/2/2b/Indianapolis-1872530.jpg
Myrtle Beach,"https://en.wikipedia.org/wiki/Myrtle_Beach,_South_Carolina","Myrtle Beach is a coastal city on the East Coast of the United States in Horry County, South Carolina. It is situated on the center of a large and continuous 60-mile stretch of beach known as ""The Grand Strand"" in northeastern South Carolina.
Ranked as the second fastest-growing metropolitan area in the country (per 2018 census estimates), Myrtle Beach is one of the major centers of tourism in South Carolina and the United States because of the city's warm subtropical climate and extensive beaches, attracting an estimated 14 million visitors each year. As of the 2010 census, the population of the city was 27,109, and in 2016 the estimated population was 32,240. The Myrtle Beach metropolitan area had an estimated population in 2016 of 449,495.",https://upload.wikimedia.org/wikipedia/commons/d/d3/Alabamatheatre.JPG
Hilton Head Island,"https://en.wikipedia.org/wiki/Hilton_Head_Island,_South_Carolina","Hilton Head Island, sometimes referred to as simply Hilton Head, is a Lowcountry resort town and barrier island in Beaufort County, South Carolina, United States. It is 20 miles (32 km) northeast of Savannah, Georgia, and 95 miles (153 km) southwest of Charleston. The island is named after Captain William Hilton, who in 1663 identified a headland near the entrance to Port Royal Sound, which he named ""Hilton's Head"" after himself. The island features 12 miles (19 km) of beachfront on the Atlantic Ocean and is a popular vacation destination. In 2004, an estimated 2.25 million visitors pumped more than $1.5 billion into the local economy. The year-round population was 37,099 at the 2010 census, although during the peak of summer vacation season the population can swell to 150,000. Over the past decade, the island's population growth rate was 32%. Hilton Head Island is a primary city within the Hilton Head Island-Bluffton-Beaufort metropolitan area, which had an estimated population of 207,413 in 2015.
The island has a rich history that started with seasonal occupation by Native Americans thousands of years ago, and continued with European exploration and the Sea Island Cotton trade. It became an important base of operations for the Union blockade of the Southern ports during the Civil War. Once the island fell to Union troops, hundreds of ex-slaves flocked to Hilton Head, which is still home to many of whom are descendants of freed slaves known as the Gullah (or Geechee) who have managed to hold on to much of their ethnic and cultural identity.
The Town of Hilton Head Island incorporated as a municipality in 1983 and is well known for its eco-friendly development. The town's Natural Resources Division enforces the Land Management Ordinance which minimizes the impact of development and governs the style of buildings and how they are situated amongst existing trees. As a result, Hilton Head Island enjoys an unusual amount of tree cover relative to the amount of development. Approximately 70% of the island, including most of the tourist areas, is located inside gated communities. However, the town maintains several public beach access points, including one for the exclusive use of town residents, who have approved several multimillion-dollar land-buying bond referendums to control commercial growth.
Hilton Head Island offers an unusual number of cultural opportunities for a community its size, including plays at the Arts Center of Coastal Carolina, the 120-member full chorus of the Hilton Head Choral Society, the Hilton Head Symphony Orchestra, an annual outdoor, tented wine tasting event on the east coast, and several other annual community festivals. It also hosts the Heritage Golf Classic, a PGA Tour tournament played on the Harbour Town Golf Links in Sea Pines Resort.",https://upload.wikimedia.org/wikipedia/commons/a/ae/Baynard_Mausoleum.jpg
Crystal Bridges Museum of American Art,https://en.wikipedia.org/wiki/Crystal_Bridges_Museum_of_American_Art,"Crystal Bridges Museum of American Art is a museum of American art in Bentonville, Arkansas. The museum, founded by Alice Walton and designed by Moshe Safdie, officially opened on 11 November 2011. It offers free public admission.",https://upload.wikimedia.org/wikipedia/commons/9/9e/Asher_Durand_Kindred_Spirits.jpg
USS Midway Museum,https://en.wikipedia.org/wiki/USS_Midway_Museum,"The USS Midway Museum is a maritime museum located in downtown San Diego, California at Navy Pier. The museum consists of the aircraft carrier Midway. The ship houses an extensive collection of aircraft, many of which were built in Southern California.",https://upload.wikimedia.org/wikipedia/commons/2/27/Location_map_Central_San_Diego.png
Denver Mountain Parks,https://en.wikipedia.org/wiki/Denver_Mountain_Parks,"The Denver Mountain Parks system contains more than 14,000 acres (5,700 ha) of parklands in the mountains and foothills of Jefferson, Clear Creek, Douglas, and Grand counties in Colorado, west and south of Denver.

Owned and maintained by the City and County of Denver, this historic system was launched in 1910 and required Congressional approval in 1914 for the city to purchase federal lands outside its municipal limits. The mountain parks system was created “for the purpose of assuring perpetually to the residents of Denver the sublime scenery of the Rockies, the preservation of native forests and having for all time a pleasure ground in the mountains for the thousands of annual visitors to the city easily accessible.” 
The Denver Mountain Parks system currently consists of 22 developed parks and other undeveloped parklands that serve as open space, scenic viewsheds, and wildlife habitat. It ranges in elevation from 5,800 to 13,000 ft above sea level. Many of the parks have picnic areas and some have trails. J.J.B. Benedict designed many of the pavilions and shelters in these parks, using native stone and timber to create a “mountain architecture” style that blends into the natural sites. Two shelters, one in Genesee Park and one in Dedisse Park, were built in the late 1930s by the Civilian Conservation Corps.
The Denver Mountain Park properties encompass a variety of habitats, including prairie, mountain meadow, riparian forests, montane (ponderosa pine, Douglas-fir) and subalpine (Engelmann spruce) forests, and alpine tundra. Bison herds were established in wildlife preserves at Genesee Park in 1914 and later in Daniels Park as part of an effort to recover this species extirpated from Colorado.",https://upload.wikimedia.org/wikipedia/commons/2/21/Daniels_Park.jpg
Mystic Seaport,https://en.wikipedia.org/wiki/Mystic_Seaport,"Mystic Seaport or Mystic Seaport: The Museum of America and the Sea in Mystic, Connecticut is the largest maritime museum in the United States. It is notable for its collection of sailing ships and boats and for the re-creation of the crafts and fabric of an entire 19th-century seafaring village. It consists of more than 60 historic buildings, most of them rare commercial structures moved to the 19-acre (0.077 km2) site and meticulously restored.",https://upload.wikimedia.org/wikipedia/commons/a/a2/Annie_sloop_2008.jpg
Cape Water Tours and Taxi,https://en.wikipedia.org/wiki/Mystic_Seaport,"Mystic Seaport or Mystic Seaport: The Museum of America and the Sea in Mystic, Connecticut is the largest maritime museum in the United States. It is notable for its collection of sailing ships and boats and for the re-creation of the crafts and fabric of an entire 19th-century seafaring village. It consists of more than 60 historic buildings, most of them rare commercial structures moved to the 19-acre (0.077 km2) site and meticulously restored.",https://upload.wikimedia.org/wikipedia/commons/a/a2/Annie_sloop_2008.jpg
Speedboat Sightseeing of Miami,https://en.wikipedia.org/wiki/List_of_James_Bond_vehicles,"Throughout the James Bond series of films and novels, Q Branch has given Bond a variety of vehicles with which to battle his enemies. Among the most noteworthy gadgets, Bond has been equipped with various vehicles that have numerous modifications to include elaborate weapons and anti-pursuit systems, alternative transportation modes, and various other functions. One car in particular that has been linked to Mr. Bond's collection is the Aston Martin DB5.
This is a list of the most noteworthy vehicles seen in James Bond, used by either Bond himself, his allies or his enemies.",https://upload.wikimedia.org/wikipedia/commons/1/11/1985_-_A_View_To_A_Kill_-_Roger_Moore_-_R11_Taxi.jpg
Iowa 80 Trucking Museum,https://en.wikipedia.org/wiki/List_of_museums_in_Iowa,"This list of museums in Iowa is a list of museums, defined for this context as institutions (including nonprofit organizations, government entities, and private businesses) that collect and care for objects of cultural, artistic, scientific, or historical interest and make their collections or related exhibits available for public viewing. Museums that exist only in cyberspace (i.e., virtual museums) are not included.",https://upload.wikimedia.org/wikipedia/commons/a/aa/Flag_of_Iowa.svg
